Team: 100 Thieves, Player: Boostio, Mouse: Lamzu Maya X Pink, Hz: 8000.0, DPI: 800.0, Sens: 0.233, eDPI: 186.4, Scoped Sens: 1.0, Monitor: LG ULTRAGEAR 27GN750-B, Resolution: 1920x1080, Mousepad: ZOWIE G-SR-SE Rouge, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: HyperX Cloud II, Chair: NULL
Team: Free Agent, Player: Destrian, Mouse: Razer Viper V2 Pro White, Hz: NULL, DPI: NULL, Sens: NULL, eDPI: NULL, Scoped Sens: NULL, Monitor: NULL, Resolution: NULL, Mousepad: VAXEE PA FunSpark V2, Keyboard: NULL, Headset: NULL, Chair: Secretlab Titan Evo Vitality Edition
Team: Free Agent, Player: PoPiFresH, Mouse: VAXEE OUTSET AX Funspark, Hz: 1000.0, DPI: 800.0, Sens: 0.39, eDPI: 312.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: VAXEE PA FunSpark, Keyboard: Razer Huntsman Mini, Headset: HyperX Cloud II, Chair: NULL
Team: Free Agent, Player: Klaus, Mouse: Finalmouse Ultralight X Medium, Hz: 1000.0, DPI: 1600.0, Sens: 0.36, eDPI: 576.0, Scoped Sens: 1.144, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: VAXEE PA Black, Keyboard: Razer Huntsman TE, Headset: Logitech G Pro X Wireless Headset, Chair: NULL
Team: Free Agent, Player: murizzz, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 800.0, Sens: 0.45, eDPI: 360.0, Scoped Sens: 0.82, Monitor: AlienWare AW2518HF, Resolution: 1920x1080, Mousepad: VAXEE PA Black, Keyboard: Logitech G Pro Keyboard, Headset: Logitech G Pro X Wireless Headset, Chair: NULL
Team: Free Agent, Player: aproto, Mouse: Razer Deathadder V3 Pro White, Hz: 1000.0, DPI: 800.0, Sens: 0.31, eDPI: 248.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: SWIPE SP-FROST, Keyboard: Razer BlackWidow V3 TKL, Headset: Razer BlackShark V2 Pro White, Chair: Razer Iskur V2
Team: Free Agent, Player: b0i, Mouse: Logitech G303 Shroud Edition, Hz: 1000.0, DPI: 1600.0, Sens: 0.47, eDPI: 752.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2540, Resolution: 1920x1080, Mousepad: SWIPE SP-FROST, Keyboard: Ducky One 2, Headset: HyperX Cloud II, Chair: Razer Iskur V2
Team: Free Agent, Player: GodDead, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 400.0, Sens: 0.691, eDPI: 276.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546S, Resolution: 1920x1080, Mousepad: SteelSeries QcK+, Keyboard: Varmilo VA87M Beijing Opera, Headset: HyperX Cloud Revolver S, Chair: NULL
Team: Free Agent, Player: AsLanM4shadoW, Mouse: Logitech G Pro X Superlight Red, Hz: 1000.0, DPI: 400.0, Sens: 0.45, eDPI: 180.0, Scoped Sens: 0.9, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: SteelSeries QcK Large, Keyboard: Razer BlackWidow X Chroma Mercury, Headset: HyperX Cloud II, Chair: NULL
Team: Free Agent, Player: BraveAF, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 400.0, Sens: 0.785, eDPI: 314.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: SteelSeries QcK Heavy, Keyboard: Fnatic STREAK65 LP, Headset: Logitech G Pro X Headset, Chair: NULL
Team: Free Agent, Player: GatsH, Mouse: Razer Viper V2 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.27, eDPI: 216.0, Scoped Sens: 0.906, Monitor: ZOWIE XL2546K, Resolution: 1280x960, Mousepad: SteelSeries QcK Heavy, Keyboard: Razer Huntsman V2, Headset: HyperX Cloud II, Chair: NULL
Team: Free Agent, Player: eko, Mouse: ZOWIE EC2-CW, Hz: 1000.0, DPI: 800.0, Sens: 0.32, eDPI: 256.0, Scoped Sens: 1.0, Monitor: NULL, Resolution: NULL, Mousepad: SteelSeries QcK Heavy, Keyboard: Logitech G Pro X Keyboard, Headset: Corsair Void RGB Elite White, Chair: NULL
Team: Free Agent, Player: xms, Mouse: Razer Viper V3 Pro Black, Hz: 4000.0, DPI: 800.0, Sens: 0.45, eDPI: 360.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2540, Resolution: 1920x1080, Mousepad: SteelSeries QcK Heavy, Keyboard: Logitech G513, Headset: Logitech G Pro X Headset, Chair: NULL
Team: Free Agent, Player: Lakia, Mouse: Razer Viper Mini Signature Edition, Hz: 1000.0, DPI: 800.0, Sens: 0.33, eDPI: 266.4, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: SteelSeries QcK Heavy, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: Free Agent, Player: fiveK, Mouse: Razer Viper V2 Pro Black, Hz: 4000.0, DPI: 400.0, Sens: 0.485, eDPI: 194.0, Scoped Sens: 0.76, Monitor: ZOWIE XL2546K, Resolution: 1440x1080, Mousepad: SteelSeries QcK Heavy, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Free Agent, Player: Goaster, Mouse: Logitech G Pro X Superlight 2 Black, Hz: 1000.0, DPI: 800.0, Sens: 0.4, eDPI: 320.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2746S, Resolution: 1920x1080, Mousepad: SteelSeries QcK Heavy, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Free Agent, Player: Moose, Mouse: Lamzu Maya X White, Hz: 8000.0, DPI: 800.0, Sens: 0.33, eDPI: 264.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1280x960, Mousepad: SteelSeries QcK Heavy, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II Wireless, Chair: Secretlab Cloud9 Edition
Team: Free Agent, Player: exy, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 400.0, Sens: 0.503, eDPI: 201.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: SteelSeries QcK Heavy, Keyboard: Logitech G Pro X Keyboard, Headset: Logitech G433, Chair: NULL
Team: Free Agent, Player: allow, Mouse: Logitech G Pro X Superlight White, Hz: 1000.0, DPI: 800.0, Sens: 0.234, eDPI: 187.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: SteelSeries QcK Heavy, Keyboard: Logitech G Pro X Keyboard, Headset: Logitech G Pro X Headset, Chair: NULL
Team: Free Agent, Player: Foxar, Mouse: Razer Viper V2 Pro Black, Hz: 4000.0, DPI: 800.0, Sens: 0.25, eDPI: 200.0, Scoped Sens: 0.7, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: SteelSeries QcK Heavy, Keyboard: SteelSeries Apex Pro TKL (2023), Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Free Agent, Player: russ, Mouse: ZOWIE EC2-CW, Hz: 1000.0, DPI: 800.0, Sens: 0.45, eDPI: 360.0, Scoped Sens: 1.0, Monitor: ASUS TUF VG259QM, Resolution: 1920x1080, Mousepad: SteelSeries QcK Heavy, Keyboard: NULL, Headset: Logitech G Pro X Headset, Chair: NULL
Team: Free Agent, Player: ZexRow, Mouse: Razer Viper V2 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.314, eDPI: 251.2, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Razer Strider, Keyboard: Razer Huntsman V2 TKL, Headset: Razer BlackShark V2, Chair: NULL
Team: Free Agent, Player: kayle, Mouse: Razer Viper V3 Pro White, Hz: 8000.0, DPI: 800.0, Sens: 0.25, eDPI: 200.0, Scoped Sens: 1.1, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Razer Strider, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: Free Agent, Player: splash, Mouse: Razer Viper V3 Pro White, Hz: 8000.0, DPI: 1600.0, Sens: 0.1, eDPI: 160.0, Scoped Sens: 1.0, Monitor: AOC 24G2Z, Resolution: 1920x1080, Mousepad: Razer Strider, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Free Agent, Player: Mojo, Mouse: Razer Viper V3 Pro White, Hz: 8000.0, DPI: 1600.0, Sens: 0.3, eDPI: 480.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1280x960, Mousepad: Razer Strider, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: Free Agent, Player: aduka, Mouse: Razer Viper V3 Pro White, Hz: 8000.0, DPI: 1600.0, Sens: 0.21, eDPI: 336.0, Scoped Sens: 1.1, Monitor: ZOWIE XL2546, Resolution: 1680x1050, Mousepad: Razer Strider, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Free Agent, Player: ESMONDE, Mouse: Razer Viper V3 Pro White, Hz: 4000.0, DPI: 800.0, Sens: 0.26, eDPI: 208.0, Scoped Sens: 1.0, Monitor: Acer Nitro XV252QF, Resolution: 1920x1080, Mousepad: Razer Strider, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Free Agent, Player: Reverie, Mouse: Razer Viper V3 Pro White, Hz: 4000.0, DPI: 800.0, Sens: 0.28, eDPI: 224.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Razer Strider, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Free Agent, Player: Kairo, Mouse: Razer Viper V3 Pro White, Hz: 4000.0, DPI: 800.0, Sens: 0.3, eDPI: 240.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Razer Strider, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Free Agent, Player: Ender, Mouse: Razer Viper V3 Pro White, Hz: 4000.0, DPI: 800.0, Sens: 0.2, eDPI: 160.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Razer Strider, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Free Agent, Player: bryce, Mouse: Razer Viper V3 Pro White, Hz: 1000.0, DPI: 1600.0, Sens: 0.2, eDPI: 320.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Razer Gigantus V2, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: Free Agent, Player: roxie, Mouse: Razer Deathadder V3 Pro White, Hz: 1000.0, DPI: 800.0, Sens: 0.25, eDPI: 200.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1280x960, Mousepad: Razer Gigantus V2, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro White, Chair: Secretlab Titan EVO 2022
Team: Free Agent, Player: wLn, Mouse: Razer Viper V3 Pro White, Hz: 1000.0, DPI: 800.0, Sens: 0.5, eDPI: 400.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1280x1024, Mousepad: Razer Gigantus V2, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: Free Agent, Player: Ender, Mouse: Razer Viper V3 Pro White, Hz: 1000.0, DPI: 1600.0, Sens: 0.1, eDPI: 160.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: Razer Gigantus V2, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: Free Agent, Player: AslaN, Mouse: Razer Deathadder V3 Pro Black, Hz: 1000.0, DPI: 400.0, Sens: 0.6, eDPI: 240.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Razer Gigantus V2, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Free Agent, Player: Yassa, Mouse: Razer Viper V3 Pro White, Hz: 1000.0, DPI: 800.0, Sens: 0.2, eDPI: 160.0, Scoped Sens: 1.0, Monitor: GIGABYTE AORUS FI25F, Resolution: 1920x1080, Mousepad: Razer Gigantus V2, Keyboard: Razer Huntsman V3 Pro TKL White, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: Free Agent, Player: kon4n, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.44, eDPI: 352.0, Scoped Sens: NULL, Monitor: NULL, Resolution: NULL, Mousepad: Razer Gigantus V2, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Free Agent, Player: memset, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 400.0, Sens: 0.39, eDPI: 156.0, Scoped Sens: NULL, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Razer Gigantus V2, Keyboard: Razer Huntsman TE, Headset: Razer BlackShark V2, Chair: NULL
Team: Free Agent, Player: jannyXD, Mouse: Razer Viper V2 Pro Black, Hz: 1000.0, DPI: 400.0, Sens: 0.52, eDPI: 208.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1280x768, Mousepad: Razer Gigantus V2, Keyboard: Razer BlackWidow V3 TKL, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Free Agent, Player: bucher, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.2, eDPI: 160.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Razer Gigantus V2, Keyboard: Wooting 60HE+, Headset: Logitech G Pro X Headset, Chair: Sharkoon ELBRUS 3 aTTaX Edition
Team: Free Agent, Player: joshh, Mouse: Razer Viper V3 Pro White, Hz: 1000.0, DPI: 800.0, Sens: 0.38, eDPI: 304.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Razer Gigantus V2, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: Free Agent, Player: teddy, Mouse: Razer Viper V3 Pro White, Hz: 4000.0, DPI: 800.0, Sens: 0.16, eDPI: 128.0, Scoped Sens: 0.8, Monitor: Acer Nitro XV252QF, Resolution: 1280x1024, Mousepad: Razer Gigantus V2, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: Free Agent, Player: RECIDENT, Mouse: FinalMouse Starlight-12, Hz: 1000.0, DPI: 800.0, Sens: 0.25, eDPI: 200.0, Scoped Sens: NULL, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Razer Gigantus, Keyboard: Razer Huntsman TE, Headset: Razer BlackShark V2, Chair: NULL
Team: Free Agent, Player: Kongared, Mouse: Logitech G Pro X Superlight Red, Hz: 1000.0, DPI: 800.0, Sens: 0.485, eDPI: 388.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: Razer Gigantus, Keyboard: Razer Blackwidow Chroma TE V2, Headset: HyperX Cloud II, Chair: NULL
Team: Free Agent, Player: Trick, Mouse: Razer Viper V2 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.305, eDPI: 244.0, Scoped Sens: 1.0, Monitor: NULL, Resolution: 1920x1080, Mousepad: Razer Acari, Keyboard: Razer Huntsman V2 TKL, Headset: Razer BlackShark V2 Pro Black, Chair: Razer Iskur V2
Team: Free Agent, Player: Yacine, Mouse: Logitech G Pro Wireless, Hz: 1000.0, DPI: 800.0, Sens: 0.25, eDPI: 200.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: QPAD FX 50, Keyboard: Custom Keyboard, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: Free Agent, Player: disk0, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 400.0, Sens: 0.525, eDPI: 210.0, Scoped Sens: 1.0, Monitor: Alienware AW2720HF, Resolution: 1920x1080, Mousepad: Logitech G640 Original, Keyboard: Logitech G Pro X Keyboard, Headset: Logitech G Pro X Headset, Chair: NULL
Team: Free Agent, Player: Texta, Mouse: Logitech G Pro Gaming Mouse, Hz: 1000.0, DPI: 400.0, Sens: 0.7, eDPI: 280.0, Scoped Sens: 1.0, Monitor: Alienware AW2521HF, Resolution: 1920x1080, Mousepad: Logitech G640 Original, Keyboard: Logitech G Pro X Keyboard, Headset: Logitech G Pro X Headset, Chair: NULL
Team: Free Agent, Player: Wardell, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 400.0, Sens: 0.691, eDPI: 260.8, Scoped Sens: 1.15, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Logitech G640 Original, Keyboard: Logitech G Pro X Keyboard, Headset: Logitech G Pro X Headset, Chair: NULL
Team: Free Agent, Player: koldamenta, Mouse: Razer Deathadder V3 Pro White, Hz: 1000.0, DPI: 800.0, Sens: 0.3, eDPI: 240.0, Scoped Sens: 1.0, Monitor: ASUS ROG XG258Q, Resolution: 1440x900, Mousepad: Logitech G640 Original, Keyboard: Logitech G512, Headset: Logitech G Pro X Headset, Chair: NULL
Team: Free Agent, Player: Cutler, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 800.0, Sens: 0.3, eDPI: 240.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: Logitech G640 Original, Keyboard: Logitech G Pro X Keyboard, Headset: Logitech G Pro X Headset, Chair: NULL
Team: Free Agent, Player: H1ber, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 400.0, Sens: 0.67, eDPI: 268.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1440x1080, Mousepad: Logitech G640 Original, Keyboard: Razer Huntsman V3 Pro, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Free Agent, Player: jcStani, Mouse: Razer Viper V3 Pro Black, Hz: NULL, DPI: 1600.0, Sens: 0.2, eDPI: 320.0, Scoped Sens: 1.0, Monitor: NULL, Resolution: 1920x1080, Mousepad: Logitech G640 Original, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Free Agent, Player: nukkye, Mouse: Razer Viper V3 Pro Black, Hz: 2000.0, DPI: 1600.0, Sens: 0.175, eDPI: 280.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Logitech G640 Original, Keyboard: Wooting 60HE+, Headset: Logitech G Pro X Headset, Chair: NULL
Team: Free Agent, Player: Subroza, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 800.0, Sens: 0.278, eDPI: 222.4, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Logitech G640 Original, Keyboard: Wooting 80HE Black, Headset: Logitech G Pro X Headset, Chair: Secretlab Titan EVO 2022
Team: Free Agent, Player: Drone, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 800.0, Sens: 0.34, eDPI: 251.2, Scoped Sens: 1.0, Monitor: ZOWIE XL2540, Resolution: 1920x1080, Mousepad: Logitech G640 Original, Keyboard: Logitech G Pro X Keyboard, Headset: Logitech G Pro X Headset, Chair: NULL
Team: Free Agent, Player: Shin, Mouse: ZOWIE EC2-CW, Hz: 1000.0, DPI: 400.0, Sens: 0.525, eDPI: 210.0, Scoped Sens: NULL, Monitor: NULL, Resolution: 1280x960, Mousepad: Logitech G640 Original, Keyboard: NULL, Headset: NULL, Chair: MAXNOMIC Dominator
Team: Free Agent, Player: wippie, Mouse: ZOWIE EC1-CW, Hz: 1000.0, DPI: 1600.0, Sens: 0.46, eDPI: 736.0, Scoped Sens: 0.948, Monitor: ZOWIE XL2566K, Resolution: 1280x960, Mousepad: Logitech G640 NAVI, Keyboard: Logitech G915, Headset: Logitech G Pro X Wireless Headset, Chair: NULL
Team: Free Agent, Player: mta, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 800.0, Sens: 0.3, eDPI: 240.0, Scoped Sens: NULL, Monitor: NULL, Resolution: 1920x1080, Mousepad: Lethal Gaming Gear Saturn Pro, Keyboard: Wooting 60HE+, Headset: NULL, Chair: NULL
Team: Free Agent, Player: governor, Mouse: Logitech G Pro X Superlight 2 White, Hz: 4000.0, DPI: 1200.0, Sens: 0.4, eDPI: 480.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Lethal Gaming Gear Saturn Pro, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro Black, Chair: Secretlab Titan EVO 2022
Team: Free Agent, Player: babybay, Mouse: G-Wolves Hati S+ 4K, Hz: 1000.0, DPI: 800.0, Sens: 0.2, eDPI: 160.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: Lethal Gaming Gear Saturn, Keyboard: Logitech G Pro X Keyboard, Headset: HyperX Cloud Alpha, Chair: NULL
Team: Free Agent, Player: bes, Mouse: Razer Viper V3 Pro White, Hz: 4000.0, DPI: 800.0, Sens: 0.284, eDPI: 227.2, Scoped Sens: 1.0, Monitor: ZOWIE XL2540K, Resolution: 1920x1080, Mousepad: Lethal Gaming Gear Saturn, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Free Agent, Player: d3mur, Mouse: Razer DeathAdder V3 HyperSpeed, Hz: 4000.0, DPI: 800.0, Sens: 0.25, eDPI: 200.0, Scoped Sens: 1.0, Monitor: ASUS TUF VG258QM, Resolution: 1280x960, Mousepad: Kurosun Samurai, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Free Agent, Player: zap, Mouse: Arbiter x Vancer Akitsu, Hz: 1000.0, DPI: 1600.0, Sens: 0.12, eDPI: 192.0, Scoped Sens: NULL, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Kurosun Samurai, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: NULL
Team: Free Agent, Player: vice, Mouse: Logitech G Pro Wireless, Hz: 1000.0, DPI: 800.0, Sens: 0.245, eDPI: 196.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1280x960, Mousepad: HyperX Fury S Speed Edition, Keyboard: Logitech G915 TKL Carbon, Headset: HyperX Cloud Revolver S, Chair: NULL
Team: Free Agent, Player: Bazzi, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 1600.0, Sens: 0.17, eDPI: 272.0, Scoped Sens: 0.75, Monitor: Alienware AW2518H, Resolution: 1920x1080, Mousepad: HyperX Fury S Pro XL, Keyboard: Logitech G Pro X Keyboard, Headset: SteelSeries Arctis Pro Wireless, Chair: NULL
Team: Free Agent, Player: v1xen, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 800.0, Sens: 0.45, eDPI: 360.0, Scoped Sens: 1.0, Monitor: AlienWare AW2518HF, Resolution: NULL, Mousepad: GIGABYTE AORUS AMP500, Keyboard: Cooler Master CK550 V2, Headset: HyperX Cloud Alpha, Chair: NULL
Team: Free Agent, Player: gtnziN, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 400.0, Sens: 0.58, eDPI: 232.0, Scoped Sens: 1.0, Monitor: AOC G2460PF, Resolution: 1680x1050, Mousepad: ESPTIGER LongTeng, Keyboard: Razer Blackwidow Chroma TE V2, Headset: HyperX Cloud Alpha, Chair: NULL
Team: Free Agent, Player: qw1, Mouse: ZOWIE EC2-CW, Hz: 1000.0, DPI: 400.0, Sens: 0.6, eDPI: 240.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1280x960, Mousepad: ESPTIGER LongTeng, Keyboard: Anne Pro 2, Headset: Logitech G Pro X Headset, Chair: Secretlab Titan EVO 2022
Team: Free Agent, Player: BORKUM, Mouse: Pulsar X2H Mini, Hz: 1000.0, DPI: 400.0, Sens: 0.65, eDPI: 260.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Corsair MM350 Champion Series, Keyboard: Corsair K70 RGB TKL, Headset: Corsair HS80 RGB USB, Chair: Secretlab Titan EVO 2022
Team: Free Agent, Player: florescent, Mouse: Razer Viper V3 Pro Faker Edition, Hz: 2000.0, DPI: 1600.0, Sens: 0.175, eDPI: 280.0, Scoped Sens: 0.722, Monitor: ZOWIE XL2566K, Resolution: 1280x882, Mousepad: Artisan Type-99 Soft Black, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: NULL
Team: Free Agent, Player: Rawkus, Mouse: FinalMouse Starlight Pro, Hz: 1000.0, DPI: 800.0, Sens: 0.4, eDPI: 320.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero XSoft Black, Keyboard: Ducky One 2 Mini, Headset: Sennheiser GAME ZERO, Chair: NULL
Team: Free Agent, Player: Thwifo, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.28, eDPI: 224.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1600x900, Mousepad: Artisan Ninja FX Zero XSoft Black, Keyboard: Wooting 60HE+, Headset: Sennheiser GAME ZERO, Chair: NULL
Team: Free Agent, Player: Wailers, Mouse: Razer DeathAdder V3 HyperSpeed, Hz: 8000.0, DPI: 1600.0, Sens: 0.125, eDPI: 200.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero XSoft Black, Keyboard: Razer Huntsman V3 Pro, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Free Agent, Player: baddyG, Mouse: Razer Viper V3 Pro Black, Hz: 4000.0, DPI: 800.0, Sens: 0.33, eDPI: 264.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero XSoft Black, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: HyperX Cloud II, Chair: NULL
Team: Free Agent, Player: Marved, Mouse: Razer Viper V3 Pro White, Hz: 1000.0, DPI: 800.0, Sens: 0.35, eDPI: 280.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2586X, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero XSoft Black, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2, Chair: NULL
